airport_id,airport_name,city_name,latitude,longitude
EWN,Coastal Carolina Regional,"New Bern/Morehead/Beaufort, NC",35.07277778,-77.04305556
EWR,Newark Liberty International,"Newark, NJ",40.6925,-74.16861111
EXI,Excursion Inlet Seaplane Base,"Excursion Inlet, AK",58.42083333,-135.44722219999997
EYW,Key West International,"Key West, FL",24.55611111,-81.75944444
F70,French Valley,"Murrieta/Temecula, CA",33.57416667,-117.12833329999998
FAI,Fairbanks International,"Fairbanks, AK",64.815,-147.85638889999998
FAJ,Diego Jimenez Torres,"Fajardo, PR",18.30888889,-65.66166667
FAK,False Island Airport,"False Island, AK",57.51666667,-135.2166667
FAL,Falcon State Park,"Roma, TX",26.58333333,-99.13333333
FAM,Farmington Regional,"Farmington, MO",37.76111111,-90.42861111
FAR,Hector International,"Fargo, ND",46.92055556,-96.81583333
FAT,Fresno Yosemite International,"Fresno, CA",36.77666667,-119.7188889
FAU,Fairmount Island Airport,"Fairmount Island, AK",60.89611111,-147.44666669999998
FAY,Fayetteville Regional/Grannis Field,"Fayetteville, NC",34.99111111,-78.88027778
FBG,Simmons AAF,"Fort Bragg, NC",35.13194444,-78.93611111
FBK,Ladd AAF,"Fairbanks, AK",64.8375,-147.61444440000002
FBR,Fort Bridger Airport,"Fort Bridger, WY",41.39333333,-110.40583329999998
FBS,Friday Harbor Seaplane Base,"Friday Harbor, WA",48.5375,-123.00833329999999
FCA,Glacier Park International,"Kalispell, MT",48.31055556,-114.2561111
FCH,Fresno Chandler Executive,"Fresno, CA",36.73222222,-119.8202778
FCM,Flying Cloud,"Minneapolis, MN",44.8275,-93.45861111
FCS,Butts AAF,"Colorado Springs, CO",38.67972222,-104.7608333
FDK,Frederick Municipal,"Frederick, MD",39.4175,-77.37444444
FDR,Frederick Regional,"Frederick, OK",34.35222222,-98.98388889
FDY,Findlay Airport,"Findlay, OH",41.01194444,-83.66861111
FEP,Albertus,"Freeport, IL",42.24611111,-89.58194444
FET,Fremont Municipal,"Fremont, NE",41.45,-96.52111111
FEW,Francis E. Warren AFB Heliport,"Cheyenne, WY",41.13333333,-104.8672222
FFM,Fergus Falls Municipal-Einar Mickelson Field,"Fergus Falls, MN",46.28444444,-96.15666667
FFO,Wright-Patterson AFB,"Dayton, OH",39.82611111,-84.04833333
FFT,Capital City,"Frankfort, KY",38.18166667,-84.90666667
FHU,Sierra Vista Municipal-Libby AAF,"Fort Huachuca, AZ",31.58833333,-110.34444440000001
FIC,Fire Cove Airport,"Fire Cove, AK",55.77777778,-131.5375
FID,Elizabeth Field,"Fishers Island, NY",41.25138889,-72.03166667
FIL,Fillmore Municipal,"Fillmore, UT",38.95805556,-112.36305559999998
FKL,Venango Regional,"Franklin/Oil City, PA",41.3775,-79.86055556
FL1,Zephyrhills Municipal,"Zephyrhills, FL",28.22805556,-82.15611111
FL2,Valkaria Airport,"Valkaria, FL",27.96083333,-80.55833333
FL3,Vosikas,"Chipley, FL",30.78,-85.59805556
FL4,Flagler Executive,"Bunnell, FL",29.46527778,-81.20777778
FL5,Williston Municipal,"Williston, FL",29.35555556,-82.47194444
FLD,Fond Du Lac County,"Fond Du Lac, WI",43.77111111,-88.48833333
FLG,Flagstaff Pulliam,"Flagstaff, AZ",35.14027778,-111.66916670000002
FLJ,Falls Bay Airport,"Falls Bay, AK",60.51666667,-148.0
